Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Bmi_Category,dutration_min,calories_per_min,workout_intensity
23,Male,81.4,1.85,194,150,74,1.6,1320,Cardio,12.4,3.5,4,3,23.78,Normal,96,13.75,High
45,Female,50.9,1.65,170,136,50,1.45,887,Strength,30.1,2.3,2,1,18.7,Normal,87,10.1954023,High
34,Male,52,1.78,171,130,53,1.38,987,Strength,22.4,2.7,4,2,16.41,Underweight,82.8,11.92028986,High
22,Male,71,1.93,162,139,53,1.42,1086,Yoga,21.2,2.9,4,2,19.06,Normal,85.2,12.74647887,High
48,Male,80.6,1.77,198,167,66,1.51,1248,Cardio,12.9,3.5,4,3,25.73,Obese,90.6,13.77483444,High
22,Female,58.3,1.72,173,128,63,1,640,Yoga,32.6,1.6,3,2,19.71,Normal,60,10.66666667,Medium
55,Female,63,1.7,187,121,67,1.32,719,Strength,34.9,2.5,3,1,21.8,Normal,79.2,9.078282828,High
20,Male,111,1.94,170,156,50,1.02,875,Cardio,27.6,3.3,4,2,29.49,Obese,61.2,14.29738562,High
40,Female,52.6,1.66,198,120,71,1.27,762,Strength,32.9,1.7,3,2,19.09,Normal,76.2,10,High
54,Male,116.4,2,184,123,65,1.13,688,Yoga,26.2,3.1,3,1,29.1,Obese,67.8,10.14749263,High
54,Female,75.6,1.61,180,155,52,1.41,983,Yoga,34.9,2.5,4,2,29.17,Obese,84.6,11.61938534,High
27,Male,61.6,1.8,169,144,72,1.48,1172,Yoga,26.4,3.1,2,1,19.01,Normal,88.8,13.1981982,High
27,Male,108,1.8,174,122,70,1.38,926,Cardio,28.6,2.5,4,2,33.33,Overweight,82.8,11.18357488,High
36,Female,59.3,1.75,178,128,58,0.99,634,Strength,34.5,2.3,3,1,19.36,Normal,59.4,10.67340067,Medium
34,Male,75.7,1.94,181,141,72,1.18,915,Strength,29.3,2.4,4,2,20.11,Normal,70.8,12.92372881,High
38,Female,56.3,1.6,180,142,53,1.21,859,Yoga,28.8,1.9,4,2,21.99,Normal,72.6,11.83195592,High
31,Female,58.2,1.73,191,131,70,1.17,766,Yoga,25.8,1.8,3,2,19.45,Normal,70.2,10.91168091,High
26,Male,55.7,1.68,182,129,54,1.13,802,Yoga,21.7,2.9,3,1,19.73,Normal,67.8,11.82890855,High
18,Male,125.9,1.67,172,153,60,1.46,1229,Yoga,20.6,2.2,3,2,45.14,Overweight,87.6,14.02968037,High
30,Female,62.7,1.67,164,162,70,1.02,826,HIIT,26.1,2.6,4,2,22.48,Normal,61.2,13.49673203,High
21,Male,86.6,1.86,163,129,58,1.37,972,HIIT,21.8,2.6,3,2,25.03,Obese,82.2,11.82481752,High
18,Male,64.5,1.82,187,149,52,1.2,983,HIIT,23.4,2.4,3,2,19.47,Normal,72,13.65277778,High
57,Male,76.6,1.86,173,141,55,1.14,796,Yoga,25.4,2.8,4,2,22.14,Normal,68.4,11.6374269,High
49,Male,81.4,1.83,167,125,73,1.98,1225,Yoga,13.6,3.5,5,3,24.31,Normal,118.8,10.31144781,High
51,Male,60.7,1.71,168,169,60,1.14,954,Strength,22.1,2.5,2,1,20.76,Normal,68.4,13.94736842,High
45,Female,57.2,1.55,194,121,58,1.67,909,Cardio,18.4,2.7,5,3,23.81,Normal,100.2,9.071856287,High
48,Female,73,1.59,196,149,64,1.19,798,Strength,32,2.1,3,2,28.88,Obese,71.4,11.17647059,High
25,Male,123.8,1.99,180,121,72,1.13,752,HIIT,25.6,2.6,3,1,31.26,Overweight,67.8,11.09144543,High
56,Male,93.6,1.66,177,151,52,1.37,1024,Strength,29,2.2,2,1,33.97,Overweight,82.2,12.45742092,High
43,Male,76.8,1.92,192,161,50,1.24,988,Yoga,21.1,2.5,3,1,20.83,Normal,74.4,13.27956989,High
51,Female,54.7,1.53,167,135,69,1.11,674,HIIT,26.8,2,4,2,23.37,Normal,66.6,10.12012012,High
20,Male,92.3,1.94,176,131,71,1.14,821,HIIT,24.3,2.1,3,2,24.52,Normal,68.4,12.00292398,High
29,Female,71.8,1.55,190,120,68,1.2,720,Cardio,26.3,2.4,4,2,29.89,Obese,72,10,High
18,Female,66.9,1.57,193,127,63,1.07,679,Cardio,30.7,2.2,3,2,27.14,Obese,64.2,10.57632399,High
22,Female,48.7,1.76,165,167,66,1.37,1144,HIIT,29,2.2,4,2,15.72,Underweight,82.2,13.91727494,High
47,Male,66.2,1.71,181,169,71,1.42,1188,HIIT,22.8,2.9,3,1,22.64,Normal,85.2,13.94366197,High
47,Female,40,1.76,173,132,63,0.8,475,Strength,26.7,2.2,3,1,12.91,Underweight,48,9.895833333,Medium
34,Male,112.4,1.85,162,134,66,1.18,870,HIIT,23.4,3.6,4,2,32.84,Overweight,70.8,12.28813559,High
40,Female,70,1.55,171,163,74,0.85,693,Yoga,31.1,1.5,3,1,29.14,Obese,51,13.58823529,Medium
32,Male,84,1.74,195,127,63,1.45,1013,Strength,25.8,2.1,3,1,27.74,Obese,87,11.64367816,High
54,Female,43.8,1.65,171,129,61,1.29,749,Yoga,26.6,1.7,4,2,16.09,Underweight,77.4,9.677002584,High
38,Male,123.3,1.62,161,165,65,1.34,1216,Yoga,21.2,2.3,4,2,46.98,Overweight,80.4,15.12437811,High
31,Female,57.9,1.56,161,124,50,1.8,1116,Yoga,15.1,2.7,5,3,23.79,Normal,108,10.33333333,High
19,Male,82.4,1.96,174,169,62,1.9,1766,HIIT,10.1,3.5,5,3,21.45,Normal,114,15.49122807,High
28,Male,84.8,1.79,182,138,55,1.35,1025,Cardio,28.8,2.3,4,2,26.47,Obese,81,12.65432099,High
56,Male,109.6,1.66,188,166,66,1.29,1060,Cardio,20.5,3.1,3,2,39.77,Overweight,77.4,13.69509044,High
55,Male,86.4,1.77,176,157,61,1,777,Yoga,27.3,2.8,3,2,27.58,Obese,60,12.95,Medium
51,Female,63.9,1.8,191,130,72,1.07,626,HIIT,33.7,2.7,4,2,19.72,Normal,64.2,9.750778816,High
55,Female,70.8,1.62,166,162,68,0.54,394,Strength,26,1.8,3,1,26.98,Obese,32.4,12.16049383,Medium
51,Male,115.3,1.67,189,139,55,1.38,950,Yoga,24.4,2.5,3,2,41.34,Overweight,82.8,11.47342995,High
35,Female,55.3,1.56,187,139,56,1.71,1188,Strength,19.8,2.7,5,3,22.72,Normal,102.6,11.57894737,High
47,Male,73.9,1.8,173,140,50,1.36,942,Strength,28.3,3.7,3,1,22.81,Normal,81.6,11.54411765,High
32,Male,97.3,1.96,189,137,50,1.36,1025,HIIT,24.9,3.4,3,2,25.33,Obese,81.6,12.56127451,High
44,Female,60.4,1.65,176,169,54,1.27,966,HIIT,32.6,2.1,4,2,22.19,Normal,76.2,12.67716535,High
51,Male,49.3,1.61,191,129,55,1.36,868,Cardio,28.3,2.9,2,1,19.02,Normal,81.6,10.6372549,High
55,Male,91.8,1.78,165,153,65,1.44,1091,Cardio,23.5,3.4,3,1,28.97,Obese,86.4,12.62731481,High
50,Female,73.6,1.55,183,145,74,0.89,581,HIIT,33.9,2.1,3,1,30.63,Overweight,53.4,10.88014981,Medium
41,Male,47.1,1.78,165,149,65,1.26,929,Yoga,24.7,2.4,3,1,14.87,Underweight,75.6,12.28835979,High
32,Male,65.2,1.62,186,128,63,0.58,408,Cardio,25.3,3.4,2,1,24.84,Normal,34.8,11.72413793,Medium
47,Male,87.2,1.64,177,165,50,2,1634,Strength,15,3.5,4,3,32.42,Overweight,120,13.61666667,High
59,Male,96.7,1.71,183,150,62,0.57,423,Yoga,28.4,2.9,3,1,33.07,Overweight,34.2,12.36842105,Medium
34,Female,46.9,1.61,196,161,69,1.02,821,Strength,28.6,1.7,3,2,18.09,Underweight,61.2,13.41503268,High
22,Female,72.1,1.62,183,123,59,1.38,849,HIIT,25.1,2.1,3,1,27.47,Obese,82.8,10.25362319,High
46,Female,62.5,1.54,197,125,73,1.61,906,Strength,18.1,2.7,4,3,26.35,Obese,96.6,9.378881988,High
21,Male,110.7,1.69,193,133,59,1.06,775,Yoga,27,2.7,3,1,38.76,Overweight,63.6,12.18553459,High
27,Male,102.6,1.83,199,123,58,1.41,954,HIIT,26.5,3.5,3,2,30.64,Overweight,84.6,11.27659574,High
34,Female,64.3,1.62,174,145,62,1.76,1276,Yoga,19.8,2.7,5,3,24.5,Normal,105.6,12.08333333,High
27,Male,80.7,1.61,170,166,52,1.75,1598,Strength,14.3,3.5,4,3,31.13,Overweight,105,15.21904762,High
34,Male,115.3,1.81,181,167,67,1.36,1249,Yoga,24.5,2.2,2,1,35.19,Overweight,81.6,15.30637255,High
37,Male,87.8,1.69,183,158,69,1.81,1573,HIIT,10.3,3.5,5,3,30.74,Overweight,108.6,14.48434622,High
41,Male,74.3,1.61,160,136,51,1.06,714,Strength,24.8,3.5,4,2,28.66,Obese,63.6,11.22641509,High
22,Female,78.5,1.7,177,138,66,1.36,938,Strength,31.9,2.1,4,2,27.16,Obese,81.6,11.49509804,High
51,Female,77.3,1.58,171,168,68,0.97,733,Cardio,31.1,2,2,1,30.96,Overweight,58.2,12.59450172,Medium
23,Female,64.5,1.7,187,125,72,0.51,319,Cardio,30.4,1.7,2,1,22.32,Normal,30.6,10.4248366,Medium
19,Male,72,1.94,199,148,62,1.17,952,Yoga,24.7,3.2,3,2,19.13,Normal,70.2,13.56125356,High
30,Female,77.9,1.77,166,130,62,1.41,916,Cardio,27.9,2.6,4,2,24.87,Normal,84.6,10.82742317,High
28,Female,69.6,1.58,182,135,50,1.49,1006,Cardio,27.8,2,3,2,27.88,Obese,89.4,11.25279642,High
40,Male,68.9,1.99,180,149,51,1.16,951,Cardio,25,2.4,4,2,17.4,Underweight,69.6,13.6637931,High
33,Male,45.9,1.89,193,144,50,1.45,1148,Cardio,21.6,2.9,3,2,12.85,Underweight,87,13.1954023,High
48,Female,68.2,1.69,170,159,73,0.75,537,HIIT,28.4,2.5,3,1,23.88,Normal,45,11.93333333,Medium
28,Female,79.6,1.59,181,130,54,1.49,968,HIIT,28.2,1.5,3,2,31.49,Overweight,89.4,10.82774049,High
33,Female,53.6,1.52,194,126,73,1.02,643,Cardio,30.9,2.3,2,1,23.2,Normal,61.2,10.50653595,High
25,Female,57.7,1.58,188,145,52,1.36,986,Yoga,25.7,2.2,3,2,23.11,Normal,81.6,12.08333333,High
21,Male,74.2,1.93,187,141,56,1.32,1024,HIIT,28.3,2.5,3,2,19.92,Normal,79.2,12.92929293,High
57,Female,64.4,1.56,177,144,73,1.52,985,Cardio,17.8,2.7,5,3,26.46,Obese,91.2,10.8004386,High
21,Female,54.9,1.78,173,138,71,0.55,380,HIIT,31.7,2,2,1,17.33,Underweight,33,11.51515152,Medium
42,Male,50.3,1.64,177,150,62,0.63,468,Strength,27,2.4,3,1,18.7,Normal,37.8,12.38095238,Medium
20,Female,46.5,1.68,187,145,72,0.91,660,HIIT,27.9,2.4,2,1,16.48,Underweight,54.6,12.08791209,Medium
49,Male,57.8,1.99,183,161,67,0.93,741,HIIT,24.7,3.1,3,1,14.6,Underweight,55.8,13.27956989,Medium
20,Male,83,1.8,167,160,73,0.79,695,Yoga,29.6,2.9,2,1,25.62,Obese,47.4,14.66244726,Medium
44,Male,82.5,1.79,167,155,70,1.51,1159,HIIT,13.8,3.5,5,3,25.75,Obese,90.6,12.79249448,High
46,Female,66.5,1.73,163,142,56,1.11,709,Yoga,34.7,2,3,1,22.22,Normal,66.6,10.64564565,High
49,Female,70.2,1.67,186,166,50,0.93,695,Strength,32.5,1.8,3,1,25.17,Obese,55.8,12.45519713,Medium
36,Male,121.9,1.93,195,132,54,1.49,1082,Cardio,21.8,3.4,3,2,32.73,Overweight,89.4,12.10290828,High
38,Female,70.3,1.52,164,144,66,1.19,857,Yoga,25.6,2,4,2,30.43,Overweight,71.4,12.00280112,High
22,Female,40.3,1.56,192,121,57,1.45,877,HIIT,30.8,2.1,4,2,16.56,Underweight,87,10.08045977,High
35,Male,101.4,1.76,193,121,64,0.84,559,HIIT,23.6,2.9,2,1,32.74,Overweight,50.4,11.09126984,Medium
45,Male,79.2,1.95,189,135,69,1.47,982,Yoga,22.8,2.8,3,2,20.83,Normal,88.2,11.13378685,High
59,Female,75.8,1.77,167,128,53,1.46,841,Strength,33.1,1.8,3,1,24.19,Normal,87.6,9.600456621,High
39,Male,71.7,1.88,198,147,51,0.55,445,Cardio,23.7,2.2,2,1,20.29,Normal,33,13.48484848,Medium
38,Female,57.7,1.56,185,132,54,1.64,1082,HIIT,16.6,2.7,5,3,23.71,Normal,98.4,10.99593496,High
23,Female,47.4,1.6,196,154,50,0.76,585,Strength,33.5,1.6,3,1,18.52,Normal,45.6,12.82894737,Medium
18,Female,57.2,1.75,193,160,74,1.29,1032,Cardio,33.5,2.4,3,2,18.68,Normal,77.4,13.33333333,High
22,Female,44.8,1.72,166,132,54,1.48,977,Cardio,28.6,1.8,4,2,15.14,Underweight,88.8,11.00225225,High
58,Male,90.2,1.72,199,150,55,0.9,668,HIIT,28.3,2.1,2,1,30.49,Overweight,54,12.37037037,Medium
29,Male,84.9,1.72,187,140,51,1.79,1378,Yoga,14.3,3.5,4,3,28.7,Obese,107.4,12.83054004,High
43,Male,95.7,1.77,198,151,50,1.08,807,HIIT,24.2,3.4,3,1,30.55,Overweight,64.8,12.4537037,High
51,Male,59,1.65,198,153,53,1.22,924,HIIT,20.7,2.3,3,2,21.67,Normal,73.2,12.62295082,High
31,Female,60.5,1.77,187,127,56,1.72,1092,HIIT,15,2.7,4,3,19.31,Normal,103.2,10.58139535,High
43,Female,53.8,1.72,173,160,71,1.03,742,Strength,30.2,2.3,4,2,18.19,Underweight,61.8,12.00647249,High
44,Male,86.6,1.97,197,167,50,1.66,1372,Yoga,11.7,3.5,5,3,22.31,Normal,99.6,13.7751004,High
26,Female,72.8,1.67,163,121,50,1.37,829,Strength,35,1.9,2,1,26.1,Obese,82.2,10.08515815,High
43,Female,66.3,1.77,177,157,57,1.48,1046,HIIT,32.7,1.7,4,2,21.16,Normal,88.8,11.77927928,High
39,Female,56,1.6,184,151,69,0.89,672,Yoga,32.6,2,2,1,21.87,Normal,53.4,12.58426966,Medium
47,Male,45.9,1.93,166,159,65,1.29,1015,Cardio,29.6,2,3,2,12.32,Underweight,77.4,13.11369509,High
34,Male,88,1.64,197,147,70,1.9,1536,Yoga,14.4,3.5,4,3,32.72,Overweight,114,13.47368421,High
43,Male,94,1.79,187,156,62,1.31,1012,HIIT,23.2,3.4,2,1,29.34,Obese,78.6,12.87531807,High
53,Female,44.7,1.79,164,160,72,1.34,965,Yoga,26.7,2.1,3,2,13.95,Underweight,80.4,12.00248756,High
18,Male,63.2,1.63,162,120,73,0.66,436,Cardio,27.5,2.2,3,1,23.79,Normal,39.6,11.01010101,Medium
25,Male,95.6,1.9,190,160,72,1.47,1294,Cardio,23.8,2.4,4,2,26.48,Obese,88.2,14.67120181,High
52,Male,47.8,1.86,179,129,67,1.01,645,Yoga,24.7,2.8,3,2,13.82,Underweight,60.6,10.64356436,High
32,Male,85.3,1.64,178,123,69,1.77,1197,Cardio,13.2,3.5,4,3,31.71,Overweight,106.2,11.27118644,High
39,Male,59.7,1.83,170,154,59,1.35,1143,Strength,29.1,2.3,4,2,17.83,Underweight,81,14.11111111,High
31,Male,70.2,1.98,199,129,61,0.71,504,Yoga,24.2,2.5,2,1,17.91,Underweight,42.6,11.83098592,Medium
43,Female,72.7,1.8,162,166,50,0.79,590,Cardio,32.8,2.1,3,1,22.44,Normal,47.4,12.44725738,Medium
45,Female,50.4,1.79,182,130,59,0.74,433,Cardio,27.7,2.5,2,1,15.73,Underweight,44.4,9.752252252,Medium
40,Male,81.7,1.74,166,133,58,0.91,666,Yoga,27,2.7,2,1,26.99,Obese,54.6,12.1978022,Medium
31,Male,49.3,1.62,182,157,52,0.56,484,Strength,20,3.2,2,1,18.79,Normal,33.6,14.4047619,Medium
41,Female,61.9,1.64,166,131,68,1.93,1138,Yoga,19.4,2.7,4,3,23.01,Normal,115.8,9.827288428,High
19,Female,49.1,1.68,193,164,58,1.42,1164,Cardio,25.3,2.6,4,2,17.4,Underweight,85.2,13.66197183,High
43,Male,66.5,1.83,178,136,59,1.11,747,Yoga,27.1,2.4,3,2,19.86,Normal,66.6,11.21621622,High
31,Male,75.5,1.93,168,135,68,0.6,446,Cardio,20.5,3.4,2,1,20.27,Normal,36,12.38888889,Medium
24,Male,88.2,1.79,177,154,65,1.76,1491,HIIT,11.3,3.5,4,3,27.53,Obese,105.6,14.11931818,High
20,Male,74.8,1.75,184,121,73,1.33,885,Yoga,25,3.3,3,2,24.42,Normal,79.8,11.09022556,High
40,Female,72.2,1.6,173,130,67,0.87,566,Yoga,29.2,1.9,3,1,28.2,Obese,52.2,10.84291188,Medium
35,Male,62.8,1.63,184,160,63,1.41,1241,Cardio,21.9,3.7,4,2,23.64,Normal,84.6,14.66903073,High
55,Male,84.7,1.79,178,122,52,1.19,719,Cardio,23.3,2.4,3,2,26.43,Obese,71.4,10.07002801,High
52,Male,116.5,1.69,198,148,51,0.53,388,Cardio,27.3,2.4,2,1,40.79,Overweight,31.8,12.20125786,Medium
32,Male,77.4,1.92,174,137,50,1.39,1047,Cardio,26.7,3.3,3,2,21,Normal,83.4,12.55395683,High
42,Female,72.9,1.62,175,139,67,1.17,732,Yoga,25.7,2,4,2,27.78,Obese,70.2,10.42735043,High
54,Female,58.4,1.59,186,166,73,1.08,807,Cardio,32.5,1.9,2,1,23.1,Normal,64.8,12.4537037,High
45,Female,64.3,1.54,199,133,58,1.67,999,Yoga,15.3,2.7,4,3,27.11,Obese,100.2,9.97005988,High
27,Male,89.3,1.87,169,153,62,1.62,1363,Strength,12.7,3.5,5,3,25.54,Obese,97.2,14.02263374,High
56,Male,90.2,1.61,163,168,51,1.38,1148,Yoga,22.6,2.3,3,2,34.8,Overweight,82.8,13.8647343,High
34,Female,59,1.62,178,150,56,1.13,847,Cardio,30.9,2.4,4,2,22.48,Normal,67.8,12.49262537,High
56,Male,58.7,1.86,187,159,65,1.09,858,Cardio,22.6,3.3,3,2,16.97,Underweight,65.4,13.11926606,High
39,Male,127.5,1.82,180,161,70,1.26,1116,Strength,29.8,3,3,2,38.49,Overweight,75.6,14.76190476,High
43,Female,68.6,1.52,173,137,68,1.42,875,Yoga,28.1,2.6,4,2,29.69,Obese,85.2,10.26995305,High
42,Female,56.7,1.53,192,149,74,1.07,717,Strength,27.4,1.9,3,1,24.22,Normal,64.2,11.1682243,High
34,Female,64.5,1.78,169,144,64,1.33,958,Yoga,27.8,1.8,4,2,20.36,Normal,79.8,12.00501253,High
30,Female,61.6,1.52,178,138,71,1.78,1228,Cardio,19.5,2.7,4,3,26.66,Obese,106.8,11.49812734,High
37,Male,75.1,1.82,189,127,60,1.23,859,Yoga,26.4,3.2,4,2,22.67,Normal,73.8,11.6395664,High
42,Male,79.3,1.93,181,147,50,1.22,888,Cardio,27.3,3.3,2,1,21.29,Normal,73.2,12.13114754,High
21,Female,72.6,1.68,162,127,70,1.19,756,Cardio,34.2,1.8,3,2,25.72,Obese,71.4,10.58823529,High
27,Male,76.7,1.7,196,150,56,0.96,792,HIIT,29.1,2.1,3,1,26.54,Obese,57.6,13.75,Medium
20,Female,44.2,1.61,177,122,69,1.08,659,HIIT,32.4,2.5,2,1,17.05,Underweight,64.8,10.16975309,High
58,Female,56.5,1.7,170,122,57,0.74,406,Yoga,27,2.7,2,1,19.55,Normal,44.4,9.144144144,Medium
35,Male,100.9,1.63,161,163,59,1.1,986,Cardio,28.4,3.1,2,1,37.98,Overweight,66,14.93939394,High
53,Female,55.8,1.55,171,141,54,1.12,711,Strength,27,1.8,4,2,23.23,Normal,67.2,10.58035714,High
39,Male,58.3,1.93,165,136,58,1.35,1010,Cardio,27.4,3.7,4,2,15.65,Underweight,81,12.4691358,High
51,Male,48.6,1.77,199,155,74,1.47,1128,Strength,26.9,3.5,2,1,15.51,Underweight,88.2,12.78911565,High
25,Male,81.7,1.95,188,136,74,1.94,1451,Yoga,13.8,3.5,4,3,21.49,Normal,116.4,12.46563574,High
57,Male,85.6,1.69,189,133,50,1.76,1159,Yoga,12.7,3.5,5,3,29.97,Obese,105.6,10.97537879,High
36,Female,60,1.72,161,128,51,1.63,1043,Strength,18.2,2.7,5,3,20.28,Normal,97.8,10.66462168,High
59,Male,126.4,1.69,168,149,68,1.24,915,Strength,29.5,2.9,3,1,44.26,Overweight,74.4,12.2983871,High
58,Female,75.4,1.78,161,140,63,1.05,662,Cardio,26,2.5,4,2,23.8,Normal,63,10.50793651,High
54,Female,64.2,1.69,188,131,69,1.69,996,Yoga,16.5,2.7,4,3,22.48,Normal,101.4,9.822485207,High
23,Female,65.2,1.62,192,156,59,1.37,1069,Cardio,31.1,2.5,3,2,24.84,Normal,82.2,13.00486618,High
43,Female,70.1,1.66,169,151,58,0.99,673,Strength,34.6,2.6,2,1,25.44,Obese,59.4,11.32996633,Medium
51,Male,102.6,1.77,193,130,59,1.21,779,HIIT,21,3.4,2,1,32.75,Overweight,72.6,10.73002755,High
23,Male,107.2,1.93,167,139,55,1.15,879,HIIT,20.2,3.1,4,2,28.78,Obese,69,12.73913043,High
54,Female,56.5,1.75,196,154,66,1.76,1220,HIIT,15.3,2.7,5,3,18.45,Underweight,105.6,11.5530303,High
50,Female,61.6,1.75,192,166,74,1.22,911,Strength,25.5,2.2,4,2,20.11,Normal,73.2,12.44535519,High
39,Male,81.7,1.75,165,165,55,1.32,1198,Cardio,29.1,2.8,4,2,26.68,Obese,79.2,15.12626263,High
38,Female,76.6,1.58,199,130,53,0.74,481,Yoga,32.2,2.3,2,1,30.68,Overweight,44.4,10.83333333,Medium
23,Male,116.8,1.79,178,127,69,1,698,Strength,26.8,3.4,4,2,36.45,Overweight,60,11.63333333,Medium
23,Female,60.1,1.59,191,123,52,1.8,1107,HIIT,17.6,2.7,4,3,23.77,Normal,108,10.25,High
21,Male,93.7,1.73,186,146,72,1,803,Cardio,27.8,3.6,2,1,31.31,Overweight,60,13.38333333,Medium
47,Female,41.6,1.58,160,163,68,1.03,756,Yoga,26.6,2.1,4,2,16.66,Underweight,61.8,12.23300971,High
28,Female,55.1,1.79,192,159,67,1.99,1582,Yoga,17,2.7,5,3,17.2,Underweight,119.4,13.24958124,High
47,Male,127.1,1.76,199,157,73,0.71,552,Strength,24.9,3,2,1,41.03,Overweight,42.6,12.95774648,Medium
48,Female,69.1,1.6,191,166,53,1.34,1001,Strength,26.1,2,4,2,26.99,Obese,80.4,12.45024876,High
41,Female,66.8,1.74,164,149,57,1.34,898,Yoga,29.2,2.3,3,1,22.06,Normal,80.4,11.16915423,High
26,Male,125.5,1.76,176,163,66,1.15,1031,Yoga,23.2,3.1,4,2,40.52,Overweight,69,14.94202899,High
20,Female,71.3,1.58,167,167,54,1.07,893,HIIT,25.4,1.5,3,2,28.56,Obese,64.2,13.90965732,High
48,Male,129.2,1.61,193,167,62,1.06,876,Yoga,21.4,2.9,4,2,49.84,Overweight,63.6,13.77358491,High
57,Male,96.3,1.86,168,146,74,1.1,795,Strength,27.6,2.2,3,2,27.84,Obese,66,12.04545455,High
54,Female,67.5,1.54,182,140,50,0.72,454,Cardio,25.2,1.5,3,1,28.46,Obese,43.2,10.50925926,Medium
53,Female,64.4,1.55,194,139,62,1.77,1107,HIIT,19.7,2.7,4,3,26.81,Obese,106.2,10.42372881,High
41,Female,64.9,1.57,166,123,53,1.04,576,HIIT,25.9,2.4,4,2,26.33,Obese,62.4,9.230769231,High
48,Female,52.3,1.66,174,130,71,0.74,433,Yoga,33,1.8,3,1,18.98,Normal,44.4,9.752252252,Medium
23,Female,56.7,1.55,179,132,73,1.38,911,Cardio,34,1.9,4,2,23.6,Normal,82.8,11.00241546,High
19,Female,46.8,1.63,184,128,63,1.35,864,HIIT,34.4,1.6,4,2,17.61,Underweight,81,10.66666667,High
37,Female,70.3,1.77,162,123,52,1.01,621,Strength,33.7,1.7,2,1,22.44,Normal,60.6,10.24752475,High
45,Male,80.8,1.76,183,131,54,1.7,1102,Yoga,11.4,3.5,4,3,26.08,Obese,102,10.80392157,High
28,Female,56,1.5,193,128,56,1.94,1242,Strength,16.7,2.7,5,3,24.89,Normal,116.4,10.67010309,High
21,Male,101.2,1.84,181,132,50,1.3,944,Yoga,24.3,3.3,2,1,29.89,Obese,78,12.1025641,High
32,Female,56.6,1.57,170,167,72,1.65,1378,HIIT,15.7,2.7,4,3,22.96,Normal,99,13.91919192,High
23,Female,40.9,1.75,167,145,61,0.82,594,Yoga,25.2,2.1,3,1,13.36,Underweight,49.2,12.07317073,Medium
47,Male,127.8,1.65,198,157,60,0.77,598,Cardio,28.7,3.5,2,1,46.94,Overweight,46.2,12.94372294,Medium
55,Female,49.3,1.76,194,161,73,1.28,927,Strength,30.5,2,2,1,15.92,Underweight,76.8,12.0703125,High
19,Female,64.3,1.63,197,132,57,1.87,1234,Cardio,18,2.7,5,3,24.2,Normal,112.2,10.99821747,High
32,Male,49.3,1.62,167,158,74,1.18,1025,Strength,29.3,2.5,3,2,18.79,Normal,70.8,14.47740113,High
28,Female,63,1.62,196,147,55,0.68,500,Strength,31.7,1.9,2,1,24.01,Normal,40.8,12.25490196,Medium
25,Female,41.1,1.67,186,138,71,1.03,711,Yoga,31.9,2.4,3,2,14.74,Underweight,61.8,11.50485437,High
43,Female,40.5,1.74,187,143,51,1.5,965,HIIT,32.9,2.2,3,2,13.38,Underweight,90,10.72222222,High
22,Male,71,1.62,199,138,68,0.91,691,HIIT,21.2,3.5,2,1,27.05,Obese,54.6,12.65567766,Medium
23,Female,60.9,1.62,193,168,69,1.59,1336,Cardio,16.8,2.7,5,3,23.21,Normal,95.4,14.00419287,High
43,Female,64.7,1.66,191,132,69,1.88,1117,Yoga,19.8,2.7,4,3,23.48,Normal,112.8,9.90248227,High
21,Female,51,1.71,174,132,73,1.07,706,HIIT,34.2,2.2,3,2,17.44,Underweight,64.2,10.99688474,High
36,Female,57.7,1.77,176,147,63,1.65,1213,Strength,19.4,2.7,4,3,18.42,Underweight,99,12.25252525,High
37,Male,76.9,1.82,192,121,50,1.49,992,Strength,24.5,2.8,4,2,23.22,Normal,89.4,11.09619687,High
50,Male,80.5,1.77,175,129,59,1.85,1181,Yoga,14.3,3.5,4,3,25.7,Obese,111,10.63963964,High
37,Female,73.3,1.74,188,141,65,1.03,726,Cardio,25.5,2.4,3,2,24.21,Normal,61.8,11.74757282,High
29,Female,49,1.57,168,132,53,1.33,878,Yoga,26.5,2.6,3,2,19.88,Normal,79.8,11.00250627,High
18,Male,114.5,1.97,192,128,60,1.03,725,Cardio,24.1,2.6,3,1,29.5,Obese,61.8,11.73139159,High
43,Male,81,1.78,188,152,65,1.58,1189,Yoga,12.4,3.5,5,3,25.56,Obese,94.8,12.54219409,High
31,Female,53.5,1.76,172,133,69,1.22,811,Strength,27.6,1.8,4,2,17.27,Underweight,73.2,11.07923497,High
55,Male,52.1,1.68,180,167,50,0.77,637,Yoga,23.6,3,3,1,18.46,Underweight,46.2,13.78787879,Medium
54,Female,70.1,1.52,180,139,65,0.76,475,HIIT,26.6,2.1,2,1,30.34,Overweight,45.6,10.41666667,Medium
28,Male,86.9,1.78,164,134,68,1.29,951,HIIT,24.9,3.7,4,2,27.43,Obese,77.4,12.28682171,High
53,Male,73.4,1.76,169,151,70,1.09,815,Yoga,27.9,2.8,3,2,23.7,Normal,65.4,12.4617737,High
30,Male,90,1.66,165,152,71,1.32,1104,Cardio,26.6,2.1,4,2,32.66,Overweight,79.2,13.93939394,High
20,Male,85.7,1.92,172,136,58,1.72,1287,Cardio,10.5,3.5,5,3,23.25,Normal,103.2,12.47093023,High
